rodada,query,tempo_execucao
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0061244964599609375
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.0037796497344970703
1,11,0.0
1,12,0.0007958412170410156
1,13,0.0
1,14,0.001033782958984375
1,15,0.0
1,16,0.0010020732879638672
1,17,0.0016415119171142578
1,18,0.0
1,19,0.0027768611907958984
1,20,0.0010094642639160156
1,21,0.0015749931335449219
1,22,0.0009543895721435547
1,23,0.0011990070343017578
1,24,0.001020669937133789
1,25,0.0010058879852294922
1,26,0.0009989738464355469
1,27,0.0009999275207519531
1,28,0.0009980201721191406
1,29,0.0009987354278564453
1,30,0.0
1,31,0.0
1,32,0.0
1,33,0.0
1,34,0.0
1,35,0.0
1,36,0.005044221878051758
1,37,0.0
1,38,0.002253293991088867
1,39,0.0010266304016113281
1,40,0.0009970664978027344
1,41,0.0
1,42,0.0
1,43,0.0013363361358642578
1,44,0.0
1,45,0.0
1,46,0.0
1,47,0.0007336139678955078
1,48,0.0
1,49,0.0
1,50,0.005102872848510742
1,51,0.0016143321990966797
1,52,0.0010344982147216797
1,53,0.0009596347808837891
1,54,0.0010170936584472656
1,55,0.0010144710540771484
2,1,0.0
2,2,0.0010476112365722656
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.002427816390991211
2,7,0.0
2,8,0.0010142326354980469
2,9,0.0009987354278564453
2,10,0.00150299072265625
2,11,0.0016787052154541016
2,12,0.0011639595031738281
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0010187625885009766
2,17,0.0
2,18,0.0004956722259521484
2,19,0.0
2,20,0.0
2,21,0.0016124248504638672
2,22,0.0005962848663330078
2,23,0.0
2,24,0.0010137557983398438
2,25,0.0005285739898681641
2,26,0.0
2,27,0.0
2,28,0.0
2,29,0.0009946823120117188
2,30,0.0
2,31,0.0009996891021728516
2,32,0.0009996891021728516
2,33,0.0
2,34,0.0
2,35,0.0015714168548583984
2,36,0.0009446144104003906
2,37,0.0
2,38,0.0
2,39,0.0009987354278564453
2,40,0.0
2,41,5.9604644775390625e-05
2,42,0.0
2,43,0.0
2,44,0.0
2,45,0.0010821819305419922
2,46,0.0009560585021972656
2,47,0.0009970664978027344
2,48,0.0
2,49,7.295608520507812e-05
2,50,0.0022268295288085938
2,51,0.0012774467468261719
2,52,0.002010345458984375
2,53,0.0
2,54,0.0015079975128173828
2,55,0.0005824565887451172
3,1,0.0004410743713378906
3,2,0.0
3,3,0.0
3,4,0.0010478496551513672
3,5,0.0
3,6,0.0
3,7,0.000965118408203125
3,8,0.0
3,9,0.001001596450805664
3,10,0.0
3,11,0.0009019374847412109
3,12,0.0005347728729248047
3,13,0.0001709461212158203
3,14,0.0010030269622802734
3,15,0.0005080699920654297
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0008003711700439453
3,20,0.0
3,21,0.0011022090911865234
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,0.0
3,31,0.0017783641815185547
3,32,0.0
3,33,0.0010128021240234375
3,34,0.0
3,35,0.0
3,36,0.0
3,37,0.0007636547088623047
3,38,0.0
3,39,0.0
3,40,0.0
3,41,0.0
3,42,0.0
3,43,0.0
3,44,0.0
3,45,0.004378318786621094
3,46,0.0005402565002441406
3,47,0.0017018318176269531
3,48,0.0009756088256835938
3,49,0.0009758472442626953
3,50,0.0020313262939453125
3,51,0.0008392333984375
3,52,0.0004646778106689453
3,53,0.0009996891021728516
3,54,0.0010001659393310547
3,55,0.0009992122650146484
4,1,0.0004258155822753906
4,2,0.00024819374084472656
4,3,0.0
4,4,0.0
4,5,0.00016570091247558594
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.002963542938232422
4,11,0.0005636215209960938
4,12,0.0
4,13,0.0
4,14,0.003877878189086914
4,15,0.001157999038696289
4,16,0.0013275146484375
4,17,0.0
4,18,0.0014123916625976562
4,19,0.0
4,20,0.0010156631469726562
4,21,0.0
4,22,0.0004069805145263672
4,23,0.00036644935607910156
4,24,0.0
4,25,0.0010085105895996094
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0035369396209716797
4,34,0.0004961490631103516
4,35,0.0008797645568847656
4,36,0.0008246898651123047
4,37,0.0010142326354980469
4,38,0.0010018348693847656
4,39,0.0
4,40,0.001186370849609375
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,0.004509449005126953
4,48,0.0
4,49,0.0
4,50,0.001753091812133789
4,51,0.0010080337524414062
4,52,0.0
4,53,0.0
4,54,0.0009996891021728516
4,55,0.0
5,1,0.0009999275207519531
5,2,0.0
5,3,0.0
5,4,0.0010521411895751953
5,5,0.0
5,6,0.0
5,7,0.0006101131439208984
5,8,0.0
5,9,0.0005645751953125
5,10,0.000957489013671875
5,11,0.0010023117065429688
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.004963397979736328
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0015058517456054688
5,29,0.0
5,30,0.001007080078125
5,31,0.0
5,32,0.0
5,33,0.00035190582275390625
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.001912832260131836
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0015802383422851562
5,44,0.0
5,45,0.001024484634399414
5,46,0.0
5,47,0.0009899139404296875
5,48,0.0009505748748779297
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.005071401596069336
5,55,0.0
6,1,0.0
6,2,0.001506805419921875
6,3,0.0
6,4,0.0
6,5,0.0010075569152832031
6,6,0.000598907470703125
6,7,0.0
6,8,0.0
6,9,0.0010178089141845703
6,10,0.0008988380432128906
6,11,0.0
6,12,0.001020193099975586
6,13,0.0007927417755126953
6,14,0.0
6,15,0.001016855239868164
6,16,0.0
6,17,0.0009112358093261719
6,18,0.0005152225494384766
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.004591941833496094
6,29,0.0
6,30,0.0010111331939697266
6,31,0.0
6,32,0.0009975433349609375
6,33,0.0
6,34,0.0
6,35,0.001001596450805664
6,36,0.0006349086761474609
6,37,0.0008370876312255859
6,38,0.0009527206420898438
6,39,0.0005195140838623047
6,40,0.0010116100311279297
6,41,0.0009987354278564453
6,42,0.0
6,43,0.0010204315185546875
6,44,0.0009958744049072266
6,45,0.0005533695220947266
6,46,0.0007529258728027344
6,47,0.0
6,48,0.0010058879852294922
6,49,0.0
6,50,0.0015060901641845703
6,51,0.0010080337524414062
6,52,0.0
6,53,0.00034689903259277344
6,54,0.0008831024169921875
6,55,0.0010063648223876953
7,1,0.0004911422729492188
7,2,0.0009126663208007812
7,3,0.0010364055633544922
7,4,0.0
7,5,0.0005176067352294922
7,6,0.0006930828094482422
7,7,0.0006647109985351562
7,8,0.0
7,9,0.0
7,10,0.001008749008178711
7,11,0.0
7,12,0.0010001659393310547
7,13,0.0
7,14,0.0009980201721191406
7,15,0.0005087852478027344
7,16,0.00038743019104003906
7,17,0.0
7,18,0.0010144710540771484
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0039484500885009766
7,29,0.0
7,30,0.0
7,31,0.0015099048614501953
7,32,0.0
7,33,0.0010106563568115234
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0006611347198486328
7,39,0.0004420280456542969
7,40,0.0
7,41,0.0
7,42,0.0009980201721191406
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0006155967712402344
7,47,0.0010159015655517578
7,48,0.0009462833404541016
7,49,0.0010597705841064453
7,50,0.00325775146484375
7,51,0.0009377002716064453
7,52,0.0
7,53,0.0005617141723632812
7,54,0.001031637191772461
7,55,0.0
8,1,0.001527547836303711
8,2,0.0004801750183105469
8,3,0.0
8,4,0.0
8,5,0.0010151863098144531
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,0.0010023117065429688
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.0020751953125
8,15,0.0010166168212890625
8,16,0.0009849071502685547
8,17,0.0
8,18,0.0014612674713134766
8,19,0.00042939186096191406
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0038437843322753906
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.001001596450805664
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0016393661499023438
8,39,0.0006353855133056641
8,40,0.0006139278411865234
8,41,0.0
8,42,0.002012968063354492
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.001008749008178711
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0015060901641845703
8,51,0.001008749008178711
8,52,0.0008089542388916016
8,53,0.0002956390380859375
8,54,0.0010008811950683594
8,55,0.0
9,1,0.0003123283386230469
9,2,0.0
9,3,0.0
9,4,0.0010128021240234375
9,5,0.0005445480346679688
9,6,0.0002944469451904297
9,7,0.0
9,8,0.0010068416595458984
9,9,0.00045371055603027344
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.0016393661499023438
9,15,0.001016855239868164
9,16,0.0
9,17,0.0009903907775878906
9,18,0.0
9,19,0.0010023117065429688
9,20,0.0
9,21,0.0
9,22,0.0009996891021728516
9,23,0.0005099773406982422
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.003511667251586914
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0017688274383544922
9,35,0.0
9,36,0.001008749008178711
9,37,0.0
9,38,0.0009999275207519531
9,39,0.0
9,40,0.0010776519775390625
9,41,0.0
9,42,0.0006885528564453125
9,43,0.0002307891845703125
9,44,0.001003265380859375
9,45,0.0
9,46,0.0
9,47,0.0
9,48,0.001013040542602539
9,49,0.0009567737579345703
9,50,0.0009272098541259766
9,51,0.0
9,52,0.001001596450805664
9,53,0.0010254383087158203
9,54,0.0009369850158691406
9,55,8.487701416015625e-05
10,1,0.001005411148071289
10,2,0.0
10,3,0.0
10,4,0.0006365776062011719
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.003722667694091797
10,10,0.0010077953338623047
10,11,0.0
10,12,0.0010039806365966797
10,13,0.0
10,14,0.000997304916381836
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0007917881011962891
10,20,0.0
10,21,0.00039768218994140625
10,22,0.0
10,23,0.001001596450805664
10,24,0.0
10,25,0.0009992122650146484
10,26,0.0
10,27,0.0009992122650146484
10,28,0.0006239414215087891
10,29,0.00028705596923828125
10,30,0.0
10,31,0.0010056495666503906
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.002091646194458008
10,38,0.0
10,39,0.0
10,40,0.0009636878967285156
10,41,0.0
10,42,0.0
10,43,0.0009989738464355469
10,44,0.0
10,45,0.0009999275207519531
10,46,0.0005285739898681641
10,47,0.0008280277252197266
10,48,0.0
10,49,0.0010035037994384766
10,50,0.0015099048614501953
10,51,0.0
10,52,0.0010075569152832031
10,53,0.0006439685821533203
10,54,0.0
10,55,0.0010056495666503906
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0006005764007568359
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.003552675247192383
11,10,0.0
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0010099411010742188
11,15,0.0
11,16,0.0009968280792236328
11,17,0.0
11,18,0.0010004043579101562
11,19,0.0003921985626220703
11,20,0.0
11,21,0.00036597251892089844
11,22,0.0
11,23,0.0010008811950683594
11,24,0.0
11,25,0.0010135173797607422
11,26,0.0
11,27,0.0009849071502685547
11,28,0.0
11,29,0.0012066364288330078
11,30,0.0
11,31,0.001514434814453125
11,32,0.0
11,33,0.0
11,34,0.0007798671722412109
11,35,0.0
11,36,0.0020110607147216797
11,37,0.0
11,38,0.0
11,39,0.0010082721710205078
11,40,0.001001119613647461
11,41,0.0
11,42,0.00099945068359375
11,43,0.0
11,44,0.0
11,45,0.00028252601623535156
11,46,0.0006124973297119141
11,47,0.0
11,48,0.0010008811950683594
11,49,0.0
11,50,0.000997304916381836
11,51,0.0008130073547363281
11,52,0.0003314018249511719
11,53,0.0010280609130859375
11,54,0.0
11,55,0.0007469654083251953
12,1,0.0
12,2,0.0015184879302978516
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.0009953975677490234
12,9,0.0
12,10,0.0010001659393310547
12,11,0.0
12,12,0.0
12,13,0.00099945068359375
12,14,0.0005412101745605469
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
12,20,0.0
12,21,0.0035071372985839844
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0018582344055175781
12,27,0.0
12,28,0.0010106563568115234
12,29,0.0
12,30,0.000997304916381836
12,31,0.0
12,32,0.001194000244140625
12,33,0.0
12,34,0.000568389892578125
12,35,0.0
12,36,0.0
12,37,0.0
12,38,0.003512859344482422
12,39,0.0
12,40,0.0
12,41,0.0
12,42,0.0010409355163574219
12,43,0.0
12,44,0.0009665489196777344
12,45,0.0
12,46,0.0010027885437011719
12,47,0.0
12,48,0.0
12,49,0.0008678436279296875
12,50,0.0009214878082275391
12,51,0.0
12,52,0.0
12,53,0.0
12,54,0.0010077953338623047
12,55,0.0008144378662109375
13,1,0.0023889541625976562
13,2,0.0010440349578857422
13,3,0.0
13,4,0.0
13,5,0.0009958744049072266
13,6,0.0007534027099609375
13,7,0.0
13,8,0.0015239715576171875
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
13,20,0.0
13,21,0.0
